web-scraper-order,web-scraper-start-url,conf_oot,conf_oot-href,confid,conf-name,conf-desc,conf-image-src,conf-url,conf-url-href,event_url,event_url-href
"1542718975-83","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","NPAR","Non-Photorealistic Animation and Rendering","The international NPAR symposium is dedicated to non-photorealistic animation and rendering. The symposium is sponsored by ACM SIGGRAPH and is held in cooperation with Eurographics.


Non-photorealistic animation and rendering (NPAR) refers to computational techniques for visual communication. Such techniques usually generate imagery and motion which is expressive, rather than photorealistic, although they may incorporate realistic elements. Researchers, artists, and practitioners of all areas connected to non-photorealistic animation and rendering are invited to submit papers and posters on their work. The three categories of submissions are: Research (including new algorithms, scientific studies, analysis, and data); Production (including candid discussions of the process of creating a work or art tool); Meta (including statements about research that do not contain new results, e.g., grand challenges, position papers, evaluation standards, surveys, and primers on art/aest","https://portalparts.acm.org/event_logos/RE267.jpg","","http://graphics.cs.williams.edu/sbim-npar10/npar-cfp.html","Non-Photorealistic Animation and Rendering","https://dl.acm.org/event.cfm?id=RE267"
"1542718975-85","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","PADS","Principles of Advanced and Distributed Simulation","The PADS workshop has expanded its traditional focus on parallel and distributed simulation methods and applications to cover all aspects of simulation technology, including the following areas:


* The construction of simulation engines using advanced computer science technology.


* Techniques for constructing scalable simulations.


* Advanced modeling techniques that allow solution of previously difficult or impossible problem domains.


* Simulation visualization techniques.


* Algorithms and methods for parallel or distributed simulation, including synchronization, scheduling, memory management, and load balancing.


* Applications of large-scale or distributed simulation methods.


* Distributed interactive simulation and distributed virtual environments.


* Tools and techniques for interoperability of simulations; emulations of real systems.


* Mechanisms fo","https://portalparts.acm.org/event_logos/RE235.jpg","","https://sites.google.com/site/pads2011/","Principles of Advanced and Distributed Simulation","https://dl.acm.org/event.cfm?id=RE235"
"1542718975-104","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","SPLASH","Systems, Programming, and Applications","SPLASH's mission is to engage software innovators from all walks of life -- developers, academics and undeclared -- in conversations about bettering software. Bettering software involves new ideas about programming languages, tools, conceptual models, and methodologies that can cope with, evolve, and leverage, the complex software-intensive socio-technical system of systems that has emerged in front of our eyes during the past decades. Bettering software requires a deep understanding of the nature of these systems, an understanding that rides on the trends of the moment, but that goes well beyond. These are the topics of SPLASH.


SPLASH has three general tracks: OOPSLA, Onward! and Wavefront.


OOPSLA -- High quality research work that uses established scientific methodologies, written using high standards of academic technical publications.


Onward! -- Innovative ideas that challenge existing beliefs, or early work well written and well argued for.","https://portalparts.acm.org/event_logos/RE181.jpg","","http://splashcon.org/","Systems, Programming, and Applications","https://dl.acm.org/event.cfm?id=RE181"
"1542718975-86","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","PEPM","Partial Evaluation and Program Manipulation","The PEPM Symposium/Workshop series aims at bringing together researchers and practitioners working in the areas of program manipulation, partial evaluation, and program generation. PEPM focuses on techniques, theory, tools, and applications of analysis and manipulation of programs.","https://portalparts.acm.org/event_logos/RE259.jpg","","http://www.program-transformation.org/PEPM11","Partial Evaluation and Program Manipulation","https://dl.acm.org/event.cfm?id=RE259"
"1542718975-33","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ETRA","Eye Tracking Research and Applications","ETRA is a biennial symposium focused on all aspects of eye movement research across a wide range of disciplines. The goal of ETRA is to bring together computer scientists, engineers and behavioral scientists in support of a common vision of enhancing eye tracking research and applications.","https://portalparts.acm.org/event_logos/RE110.jpg","","http://etra.cs.uta.fi/","Eye Tracking Research and Applications","https://dl.acm.org/event.cfm?id=RE110"
"1542718975-18","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","COMM","ACM SIGCOMM","SIGCOMM is the flagship annual conference of the ACM Special Interest Group on Data Communication (SIGCOMM) on the applications, technologies, architectures, and protocols for computer communication.


SIGCOMM members include scientists, engineers, educators and students. They study all aspects of computer communications and networks: analysis, technical design, engineering, measurement and management. Our members are particularly interested in the systems engineering and architectural questions surrounding computer communication.","https://portalparts.acm.org/event_logos/519/519.jpg","","http://conferences.sigcomm.org/sigcomm/2011/index.php","ACM SIGCOMM","https://dl.acm.org/event.cfm?id=RE258"
"1542718975-12","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","CCS","Computer and Communications Security","The annual ACM Computer and Communications Security Conference is a leading international forum for information security researchers, practitioners, developers, and users to explore cutting-edge ideas and results, and to exchange techniques, tools, and experiences. We invite submissions from academia, government, and industry presenting novel research on all theoretical and practical aspects of computer security, as well as case studies and implementation experiences.","https://portalparts.acm.org/event_logos/RE182.jpg","","http://www.sigsac.org/ccs/CCS2011/","Computer and Communications Security","https://dl.acm.org/event.cfm?id=RE182"
"1542718975-66","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ISSTA","International Symposium on Software Testing and Analysis","ISSTA is the leading research conference in software testing and analysis, bringing together academics, industrial researchers, and practitioners to exchange new ideas, problems, and experience on how to analyze and test software systems. The ISSTA program will include technical papers, keynotes, workshops, and a doctoral symposium.","https://portalparts.acm.org/event_logos/RE222.jpg","","http://issta11.unl.edu/","International Symposium on Software Testing and Analysis","https://dl.acm.org/event.cfm?id=RE222"
"1542718975-25","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","DEBS","Distributed Event-based Systems","Event-based systems are rapidly gaining importance in many application domains ranging from real time monitoring systems in production, logistics and networking to complex event processing in finance and security. The event based paradigm has gathered momentum as witnessed by current efforts in areas including publish/subscribe systems, event-driven architectures, complex event processing, business process management and modelling, Grid computing, Web services notifications, information dissemination, event stream processing, and message-oriented middleware. The various communities dealing with event based systems have made progress in different aspects of the problem. The DEBS conference attempts to bring together researchers and practitioners active in the various sub communities to share their views and reach a common understanding.","https://portalparts.acm.org/event_logos/RE268.jpg","","http://debs09.isis.vanderbilt.edu/cfp.php","Distributed Event-based Systems","https://dl.acm.org/event.cfm?id=RE268"
"1542718975-75","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","Middleware","Middleware Conference","The Middleware Conference is a forum for the discussion of important innovations and recent advances in the design, construction and uses of middleware. Middleware is a distributed-system software that resides between applications and underlying platforms (operating systems; databases; hardware), and/or ties together distributed applications, databases or devices. Its primary role is to coordinate and enable communication between different layers or components while isolating much of the complexity of distribution into a single, well tested and well understood system abstraction.","https://portalparts.acm.org/event_logos/RE319.jpg","","http://2010.middleware-conference.org/index.html","Middleware Conference","https://dl.acm.org/event.cfm?id=RE319"
"1542718975-92","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","RecSys","ACM Conference On Recommender Systems","The 5th ACM International Conference on Recommender Systems builds on the success of the Recommenders 06 Summer School in Bilbao, Spain and the series of four successful conference events from 2007 to 2010 in Minneapolis (2007), Lausanne (2008), New York(2009) and Barcelona (2010).


In addition to a regular technical program, there will be several tutorials covering the state-of-the-art of this domain, different workshops, a doctoral consortium, and an industrial program comprising of panel discussions and a practice/industry-paper track. We also expect to have keynote speakers who will address the major applications of recommendation technologies in industry.","https://portalparts.acm.org/event_logos/RE297.jpg","","http://www.recsys.acm.org/2011/index.shtml","ACM Conference On Recommender Systems","https://dl.acm.org/event.cfm?id=RE297"
"1542718975-110","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","UIST","User Interface Software and Technology","UIST (ACM Symposium on User Interface Software and Technology) is the premier forum for innovations in the software and technology of human-computer interfaces. Sponsored by ACM's special interest groups on computer-human interaction (SIGCHI) and computer graphics (SIGGRAPH), UIST brings together researchers and practitioners from diverse areas that include traditional graphical & web user interfaces, tangible & ubiquitous computing, virtual & augmented reality, multimedia, new input & output devices, and CSCW. The intimate size, the single track, and comfortable surroundings make this symposium an ideal opportunity to exchange research results and implementation experiences.","https://portalparts.acm.org/event_logos/RE172.jpg","","http://www.uist.org/","User Interface Software and Technology","https://dl.acm.org/event.cfm?id=RE172"
"1542718975-61","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","IR","Research and Development in Information Retrieval","SIGIR is the major international forum for the presentation of new research results and for the demonstration of new systems and techniques in the broad field of information retrieval (IR). SIGIR welcomes contributions related to any aspect of IR theory and foundation, techniques, and applications.
Relevant topics include, but are not limited to:
Document Representation and Content Analysis (e.g., text representation, document structure, linguistic analysis, non-English IR, cross-lingual IR, information extraction, sentiment analysis, clustering, classification, topic models, facets)
Queries and Query Analysis (e.g., query representation, query intent, query log analysis, question answering, query suggestion, query reformulation)
Users and Interactive IR (e.g., user models, user studies, user feedback, search interface, summarization, task models, personalized search)
Retrieval Models and Ranking (e.g., IR theory, language models, probabilistic retrieval models, featur","https://portalparts.acm.org/event_logos/RE160.jpg","","http://www.sigir2011.org/","Research and Development in Information Retrieval","https://dl.acm.org/event.cfm?id=RE160"
"1542718975-50","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ICE","International Conference on Information and Computation Economies","","","null","","International Conference on Information and Computation Economies","https://dl.acm.org/event.cfm?id=RE325"
"1542718975-62","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ISCA","International Symposium on Computer Architecture","The ISCA conference is the premier forum for new ideas and experimental results in computer architecture.
Novel papers are solicited on a broad range of topics, including, but not limited to:
Processor, memory, and storage systems architecture
Interconnection networks
Instruction, thread, and data-level parallelism
Dependable architectures
Architecture support for security
Power and energy efficient architectures
Application specific, reconfigurable, and embedded architectures
Network processor and router architectures
Architectures for emerging technologies and applications
Architecture modeling and performance evaluation","https://portalparts.acm.org/event_logos/416/416.jpg","","https://www.acm.org/fcrc/","International Symposium on Computer Architecture","https://dl.acm.org/event.cfm?id=RE239"
"1542718975-37","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","FSE","Foundations of Software Engineering","ACM SIGSOFT / FSE is one of the premier forums for researchers, practitioners and educators to present and discuss the most recent ideas, innovations, trends, and experiences in the field of software engineering. The distinctive features of FSE are an emphasis on the foundations of the field, the relatively small scale of the event, and the intense intellectual engagement among participants.","https://portalparts.acm.org/event_logos/RE201.jpg","","http://2011.esec-fse.org/","Foundations of Software Engineering","https://dl.acm.org/event.cfm?id=RE201"
"1542718975-3","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","APGV","Applied Perception in Graphics & Visualization","Research in computer graphics and visualization has great potential to benefit from, and contribute to, research in perception.


This symposium has brought together researchers from the fields of perception, graphics and visualization, to facilitate a wider exchange of ideas. Our goals are to use insights from perception to advance the design of methods for visual, auditory and haptic representation, and to use computer graphics to enable perceptual research that would otherwise not be possible.


To receive information and updates about APGV, you may subscribe to the APGV mailing list by sending an email to this address. To unsubscribe, send an email to this other addressResearch in computer graphics and visualization has great potential to benefit from, and contribute to, research in perception.


This symposium has brought together researchers from the fields of perception, graphics and visualization, to facilitate a wider exchange of ideas. Our goa","https://portalparts.acm.org/event_logos/re282.jpg","","http://www.apgv.org/index.html","Applied Perception in Graphics & Visualization","https://dl.acm.org/event.cfm?id=RE282"
"1542718975-71","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","K-CAP","Knowledge Capture","In today's knowledge-driven world, effective access to and use of information is a key enabler for progress. Modern technologies not only are themselves knowledge-intensive technologies, but also produce enormous amounts of new information that we must process and aggregate. These technologies require knowledge capture, which involve the extraction of useful knowledge from vast and diverse sources of information as well as its acquisition directly from users. Driven by the demands for knowledge-based applications and the unprecedented availability of information on the Web, the study of knowledge capture has a renewed importance.


Researchers that work in the area of knowledge capture traditionally belong to several distinct research communities, including knowledge engineering, machine learning, natural language processing, human-computer interaction, artificial intelligence and the Semantic Web. K-CAP provides a forum that brings together members of disparate research com","https://portalparts.acm.org/event_logos/056/056.jpg","","http://www.k-cap.org/","Knowledge Capture","https://dl.acm.org/event.cfm?id=RE112"
"1542718975-106","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","SUI","Spatial User Interaction","The ACM Symposium on Spatial User Interaction (SUI) is the first international symposium focused on the user interface challenges that appear when users interact in the space where the flat, two-dimensional, digital world meets the volumetric, physical, three-dimensional (3D) space we live in. This considers both spatial input and 3D output, with an emphasis on the issues around interaction between humans and systems.

Due to the advances in 3D technologies, spatial interaction is now more relevant than ever. Powerful graphics engines and high-resolution screens are now ubiquitous in everyday devices, such as tablets and mobile phones. Moreover, new forms of input, such as multi-touch, finger and body tracking technologies are now easily available. In this environment, spatial UIs are transitioning out of the research community and game industry. More and more commercial 3D systems with spatial interaction capabilities exist, many priced at the consumer level. Until now, the","","null","","Spatial User Interaction","https://dl.acm.org/event.cfm?id=RE624"
"1542718975-76","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","MM","International Multimedia Conference","ACM Multimedia is the worldwide premier multimedia conference and a key event to display scientific achievements and innovative industrial products. The Conference offers to scientists and practitioners a range of plenary scientific and technical sessions, tutorials, panels and discussion meetings on relevant and challenging questions on the horizon of multimedia. The Interactive Art program provides the opportunity of interaction between artists and computer scientists and investigation on the application of multimedia technologies to art and cultural heritage.","https://portalparts.acm.org/event_logos/RE179.jpg","","http://www.acmmm10.org/","International Multimedia Conference","https://dl.acm.org/event.cfm?id=RE179"
"1542718975-16","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","CIKM","Conference on Information and Knowledge Management","The Conference on Information and Knowledge Management (CIKM) provides an international forum for presentation and discussion of research on information and knowledge management, as well as recent advances on data and knowledge bases. The purpose of the conference is to identify challenging problems facing the development of future knowledge and information systems, and to shape future directions of research by soliciting and reviewing high quality, applied and theoretical research findings. An important part of the conference is the Workshops program which focuses on timely research challenges and initiatives. CIKM has a strong tradition of workshops devoted to emerging areas of database management, IR, and related fields. Workshops vary from year to year. The ACM CIKM Website has information on past conferences.","https://portalparts.acm.org/event_logos/RE302.jpg","","http://www.cikm2011.org/","Conference on Information and Knowledge Management","https://dl.acm.org/event.cfm?id=RE302"
"1542718975-35","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","FOGA","Foundations of Genetic Algorithms","","https://portalparts.acm.org/event_logos/007/007.jpg","","http://www.sigevo.org/foga-2011/","Foundations of Genetic Algorithms","https://dl.acm.org/event.cfm?id=RE103"
"1542718975-8","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ASSETS","ACM SIGACCESS Conference on Computers and Accessibility","Computer and Information Technologies have redesigned the way modern society operates. In particular, they have identified new avenues to assist individuals with special needs and provided tools and resources to alleviate the traditional barriers encountered by persons with disabilities. For example, speech generation systems have assisted persons with visual disabilities, voice recognition has helped people with motor impairments, multi-modal presentations have been shown to be effective in helping people with learning disabilities understand information.


The ASSETS series of conferences is aimed at providing a technical forum for presenting and disseminating innovative research results that address the use of computing and information technologies to help persons with disabilities.


The ASSETS meetings are developed with the specific focus of facilitating sharing of information, exchange of ideas, through formal paper sessions, demonstrations, posters, and in","https://portalparts.acm.org/event_logos/re205.jpg","","http://www.sigaccess.org/assets10/","ACM SIGACCESS Conference on Computers and Accessibility","https://dl.acm.org/event.cfm?id=RE205"
"1542718975-5","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ASIA CCS","ACM Symposium on Information, Computer and Communications Security","To build on the success of ACM Conference on Computer and Communications Security (CCS) and ACM Transactions on Information and System Security (TISSEC), the ACM Special Interest Group on Security, Audit, and Control (SIGSAC) formally established the annual ACM Symposium on InformAtion, Computer and Communications Security (ASIACCS). 


ASIACCS is a major international forum for information security researchers, practitioners, developers, and users to explore and exchange the newest cyber security ideas, breakthroughs, findings, techniques, tools, and experiences. We invite submissions from academia, government, and industry presenting novel research on all theoretical and practical aspects of computer and network security.","https://portalparts.acm.org/event_logos/re289.jpg","","http://www.cs.hku.hk/asiaccs2011/","ACM Symposium on Information, Computer and Communications Security","https://dl.acm.org/event.cfm?id=RE289"
"1542718975-73","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","METRICS","Measurement and Modeling of Computer Systems","SIGMETRICS is the flagship conference of the ACM special interest group for the computer systems performance evaluation community.


The ACM SIGMETRICS conference solicits papers on the development and application of state-of-the-art, broadly applicable analytic, simulation, and measurement-based performance evaluation techniques. Of particular interest is work that furthers the state-of-the-art in performance evaluation methods, or work that creatively apply previously developed methods to understand or gain important insights into key design trade-offs in computer or network systems.","https://portalparts.acm.org/event_logos/RE187.jpg","","http://www.sigmetrics.org/sigmetrics2010/","Measurement and Modeling of Computer Systems","https://dl.acm.org/event.cfm?id=RE187"
"1542718975-72","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","KDD","Knowledge Discovery and Data Mining","The annual ACM SIGKDD conference is the premier international forum for data mining researchers and practitioners from academia, industry, and government to share their ideas, research results and experiences. The KDD conferences feature keynote presentations, oral paper presentations, poster sessions, workshops, tutorials, panels, exhibits, demonstrations, and the KDD Cup competition.","https://portalparts.acm.org/event_logos/RE329.jpg","","http://www.kdd.org/kdd2011/","Knowledge Discovery and Data Mining","https://dl.acm.org/event.cfm?id=RE329"
"1542718975-115","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","WebSci","Web Science","Web Science is concerned with the full scope of socio-technical relationships that are engaged in the World Wide Web. It is based on the notion that understanding the Web involves not only an analysis of its architecture and applications, but also insight into the people, organizations, policies, and economics that are affected by and subsumed within it. 

As such Web Science, and thus this conference, is inherently interdisciplinary and integrates computer and information sciences with a multitude of disciplines including sociology, economics, political science, law, management, language and communication, geography and psychology. This conference is unique in the manner in which it brings these disciplines together in creative and critical dialogue.","https://portalparts.acm.org/event_logos/RE621.jpg","","http://www.sigweb.org/conferences/sigweb-conference/web-sci","Web Science","https://dl.acm.org/event.cfm?id=RE621"
"1542718975-47","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","HT","Hypertext and Hypermedia","The annual Hypertext conference is the only event dedicated totally to hypertext and hypermedia, in all its forms, covering all its uses, and which seeks both technical and literary contributions. The conference will include a range of participatory events such as papers, workshops, tutorials, panel discussions and more.","https://portalparts.acm.org/event_logos/RE226.jpg","","http://www.ht2011.org/","Hypertext and Hypermedia","https://dl.acm.org/event.cfm?id=RE226"
"1542718975-65","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ISPD","International Symposium on Physical Design","The International Symposium on Physical Design (ISPD) provides a premier forum to exchange ideas and promote research on critical areas related to the physical design of VLSI systems.
All aspects of physical design, including its interactions with architecture, behavioral- and logic-level synthesis, and back-end performance analysis and verification are within the scope of the symposium. Target domains include semi-custom and full-custom IC, regular fabrics, FPGA, and systems-on-chip/systems-in-package.","https://portalparts.acm.org/event_logos/RE238.jpg","","http://www.ispd.cc/","International Symposium on Physical Design","https://dl.acm.org/event.cfm?id=RE238"
"1542718975-101","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","SODA","Symposium on Discrete Algorithms","This symposium focuses on research topics related to efficient algorithms and data structures for discrete problems. In addition to the design of such methods and structures, the scope also includes their use, performance analysis, and the mathematical problems related to their development or limitations. Performance analyses may be analytical or experimental and may address worst-case or expected-case performance. Studies can be theoretical or based on data sets that have arisen in practice and may address methodological issues involved in performance analysis.","https://portalparts.acm.org/event_logos/RE382.jpg","","http://www.siam.org/meetings/da12/","Symposium on Discrete Algorithms","https://dl.acm.org/event.cfm?id=RE382"
"1542718975-93","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","SAC","Symposium on Applied Computing","The ACM Symposium on Applied Computing (SAC) has been a primary and international forum for applied computer scientists, computer engineers and application developers to gather, interact and present their work. The ACM Special Interest Group on Applied Computing (SIGAPP) is the sole sponsor of SAC. The conference proceedings are published by ACM and are also available online through ACM's Digital Library. Authors are invited to contribute original papers in all areas of experimental computing and application development for the technical sessions.","https://portalparts.acm.org/event_logos/RE133.jpg","","http://oldwww.acm.org/conferences/sac/sac2011/","Symposium on Applied Computing","https://dl.acm.org/event.cfm?id=RE133"
"1542718975-7","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ASPLOS","Architectural Support for Programming Languages and Operating Systems","ASPLOS is a multi-disciplinary conference for research that spans the boundaries of hardware, computer architecture, compilers, languages, operating systems, networking, and applications. ASPLOS provides a high quality forum for scientists and engineers to present their latest research findings in these rapidly changing fields. It has captured some of the major computer systems innovations of the past two decades (e.g., RISC and VLIW processors, small and large-scale multiprocessors, clusters and networks-of-workstations, optimizing compilers, RAID, and network-storage system designs).


This conference occurs at a time when computer architecture is facing great challenges, due both to the end of single-processor performance scaling and to new demands imposed by mobile and gigascale computing. Multi-disciplinary research is increasingly important as boundaries between hardware/software and local/network computing blur, as the form and capabilities of computing devices beco","https://portalparts.acm.org/event_logos/RE178.jpg","","http://research.microsoft.com/en-us/um/redmond/events/asplos08/default.htm","Architectural Support for Programming Languages and Operating Systems","https://dl.acm.org/event.cfm?id=RE178"
"1542718975-58","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","IDEAS","International Database Engineering & Applications Symposium","The aim of the IDEAS series of symposiums is to address the engineering and application aspects of databases. 


The symposium provides an international forum for discussion of the problems of engineering database systems involving not only database technology but the related areas of information retrieval, multimedia, human machine interface and communication. The goal of IDEAS is to foster closer interaction among the industrial, research and user communities and provides an excellent opportunity for them to meet, discuss ideas, examine the current ones and develop new solutions and research directions. Along with the technical sessions, the symposium also features prominent invited speakers.
IDEAS series of symposiums are scheduled annually and have been held since 1997 in North America, Europe and Asia. It has attracted participants from governmental and non-governmental agencies, industries, and academia to exchange ideas and share experiences.","https://portalparts.acm.org/event_logos/355/355.jpg","","http://ideas.encs.concordia.ca/ideas11/CFP.html","International Database Engineering & Applications Symposium","https://dl.acm.org/event.cfm?id=RE194"
"1542718975-34","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","EuroSys","European Conference on Computer Systems","The EuroSys conferences are organised by EuroSys, the European Chapter of SIGOPS, sponsored by ACM SIGOPS.


The EuroSys conference series brings together professionals from academia and industry. It has a strong focus on systems research and development: operating systems, data base systems, real-time systems and middleware for networked, distributed, parallel, or embedded computing systems. As a highly recognized conference, EuroSys has become a premier forum for discussing various issues of systems software research and development, including implications related to hardware and applications.


Future EuroSys conferences will follow the pattern established by the previous EuroSys conferences, by seeking papers on all aspects of computer systems. EuroSys conferences will also include a number of workshops to allow junior and senior members of the systems community to explore leading-edge topics and ideas before they are presented at a conference.","https://portalparts.acm.org/event_logos/RE101.jpg","","http://eurosys2011.cs.uni-salzburg.at/","European Conference on Computer Systems","https://dl.acm.org/event.cfm?id=RE101"
"1542718975-52","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ICFP","International Conference on Functional Programming","ICFP (International Conference on Functional Programming) is an annual programming language conference. It is sponsored by the Association for Computing Machinery (ACM) under the aegis of the ACM Special Interest Group on Programming Languages (SIGPLAN), in association with Working Group 2.8 of the International Federation of Information Processing (IFIP). ICFP combined two former biennial conferences: Functional Programming and Computer Architecture (FPCA) and Lisp and Functional Programming (LFP)


ICFP provides a forum for researchers and developers to hear about the latest work on the design, implementations, principles, and uses of functional programming. The conference covers the entire spectrum of work, from practice to theory, including its peripheries.","https://portalparts.acm.org/event_logos/RE307.jpg","","http://www.icfpconference.org/icfp2011/","International Conference on Functional Programming","https://dl.acm.org/event.cfm?id=RE307"
"1542718975-96","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","SC","The International Conference for High Performance Computing, Networking, Storage, and Analysis","Established in 1988, the annual SC conference has built a diverse community of participants including researchers, scientists, application developers, computing center staff and management, computing industry staff, agency program managers, journalists, and congressional staffers. This diversity is one of the conference's main strengths, making it a yearly ""must attend"" forum for stakeholders throughout the technical computing community.

The technical program is the heart of SC. It has addressed virtually every area of scientific and engineering research, as well as technological development, innovation, and education. Its presentations, tutorials, panels, and discussion forums have included breakthroughs in many areas and inspired new and innovative areas of computing.","https://portalparts.acm.org/event_logos/RE207.jpg","","http://www.supercomputing.org/","The International Conference for High Performance Computing, Networking, Storage, and Analysis","https://dl.acm.org/event.cfm?id=RE207"
"1542718975-87","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","PLDI","Programming Language Design and Implementation","PLDI is a forum where researchers, developers, educators, and practitioners exchange information on the latest practical and experimental work in the design and implementation of programming languages. PLDI seeks original research papers that focus on the design, implementation, development, and use of programming languages. PLDI emphasizes innovative and creative approaches to compile-time and runtime technology; novel language designs and features; and results from implementations.","https://portalparts.acm.org/event_logos/RE200.jpg","","http://pldi11.cs.utah.edu/","Programming Language Design and Implementation","https://dl.acm.org/event.cfm?id=RE200"
"1542718975-111","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","VALUETOOLS","Performance Evaluation Methodologies and Tools","In recent years, a range of performance evaluation methodologies and tools has been developed within disparate research communities for the purposes of evaluation, design, and model reduction. The aim of the Performance Evaluation Methodologies and Tools conference is to build bridges between these communities, bringing theory and practice together in order to:


* compare and debate the complete range of performance evaluation methodologies and their implementation into tools 


* promote interdisciplinary flow of technical information among industry systems designers and researchers.","https://portalparts.acm.org/event_logos/59C/59C.jpg","","http://www.valuetools.org/2007/","Performance Evaluation Methodologies and Tools","https://dl.acm.org/event.cfm?id=RE278"
"1542718975-81","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","MSWiM","Modeling, Analysis and Simulation of Wireless and Mobile Systems","The ACM MSWiM Conference features symposia and workshops on emerging topics related to wireless networking and mobile computing.","https://portalparts.acm.org/event_logos/RE318.jpg","","http://www.cs.unibo.it/mswim2009/","Modeling, Analysis and Simulation of Wireless and Mobile Systems","https://dl.acm.org/event.cfm?id=RE318"
"1542718975-38","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","GECCO","Genetic and Evolutionary Computation Conference","The Genetic and Evolutionary Computation Conferences present the latest high-quality results in the growing field of genetic and evolutionary computation. Topics include: genetic algorithms, genetic programming, evolution strategies, evolutionary programming, real-world applications, learning classifier systems and other genetics-based machine learning, evolvable hardware, artificial life, adaptive behavior, ant colony optimization, swarm intelligence, biological applications, evolutionary robotics, coevolution, artificial immune systems, and more.","https://portalparts.acm.org/event_logos/RE290.jpg","","http://www.sigevo.org/gecco-2011/","Genetic and Evolutionary Computation Conference","https://dl.acm.org/event.cfm?id=RE290"
"1542718975-27","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","DocEng","Document Engineering","Document engineering is the computer science discipline that investigates systems for documents in any form and in all media. As with the relationship between software engineering and software, document engineering is concerned with principles, tools and processes that improve our ability to create, manage, and maintain documents. The ACM Symposium on Document Engineering is an annual academic conference, sponsored by ACM SIGWEB and in-cooperation with ACM SIGDOC.


The ACM Symposium on Document Engineering provides an annual international forum for presentations and discussions on principles, tools and processes that improve our ability to create, manage and maintain documents. It is sponsored by ACM by means of the ACM SIGWEB Special Interest Group. All DocEng Proceedings are available through the ACM Digital Library.","https://portalparts.acm.org/event_logos/RE135.jpg","","http://www.cse.salford.ac.uk/prima/doceng2010/index.php","Document Engineering","https://dl.acm.org/event.cfm?id=RE135"
"1542718975-68","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ITiCSE","Innovation and Technology in Computer Science Education","ITiCSE is sponsored by the ACM Special Interest Group on Computer Science Education (SIGCSE). The program of the conference consists of keynote lectures, paper sessions, working groups, exhibits, panels, posters, courseware demonstrations, tips and techniques.","https://portalparts.acm.org/event_logos/RE279.jpg","","http://www.iticse2011.tu-darmstadt.de/","Innovation and Technology in Computer Science Education","https://dl.acm.org/event.cfm?id=RE279"
