web-scraper-order,web-scraper-start-url,conf_oot,conf_oot-href,confid,conf-name,conf-desc,conf-image-src,conf-url,conf-url-href,event_url,event_url-href
"1542718975-79","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","MobiSys","Mobile Systems, Applications, and Services","The annual MobiSys Conference seeks to present innovative and significant research on the design, implementation, usage, and evaluation of mobile computing and wireless systems, applications, and services. It is jointly sponsored by ACM SIGMOBILE and the USENIX association in cooperation with ACM SIGOPS.","https://portalparts.acm.org/event_logos/RE191.jpg","","http://www.sigmobile.org/mobisys/","Mobile Systems, Applications, and Services","https://dl.acm.org/event.cfm?id=RE191"
"1542718975-46","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","HRI","ACM/IEEE International Conference on Human-Robot Interaction","Robots are becoming part of people's everyday social lives - and will increasingly become so. In future years, robots may become caretaking assistants for the elderly, or academic tutors for our children, or medical assistants, day care assistants, or psychological counsellors. Robots may become our co-workers in factories and offices, or maids in our homes. They may become our friends. As we move to create our future with robots, hard problems in human-robot interaction (HRI) exist, both technically and socially. The Fifth Annual Conference on HRI seeks to take up grand technical and social challenges in the field - and speak to their integration. HRI is a single-track, highly selective annual conference that seeks to showcase the very best research in human-robot interaction with roots in robotics, psychology, cognitive science, HCI, human factors, artificial intelligence, organizational behavior, anthropology, and many other fields. We invite broad participation.","https://portalparts.acm.org/event_logos/677/677.jpg","","http://hri2011.net/","ACM/IEEE International Conference on Human-Robot Interaction","https://dl.acm.org/event.cfm?id=RE285"
"1542718975-116","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","WISEC","Security and Privacy in Wireless and Mobile Networks","As wireless networks become ubiquitous, their security gains in importance. The ACM Conference on Wireless Network Security (WiSec) aims at exploring attacks on wireless networks as well as techniques to thwart them. The considered networks encompass cellular, metropolitan, local area, vehicular, ad hoc, satellite, underwater, cognitive radio, and sensor networks, as well as RFID.


WiSec results from the merger of three workshops:


* ESAS (European Workshop on the Security of Ad Hoc and Sensor Networks)


* SASN (ACM Workshop on the Security of Ad Hoc and Sensor Networks)


* WiSe (ACM Workshop on Wireless Security)","https://portalparts.acm.org/event_logos/RE295.jpg","","http://www.sigsac.org/wisec/WiSec2011/","Security and Privacy in Wireless and Mobile Networks","https://dl.acm.org/event.cfm?id=RE295"
"1542718975-44","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","HPDC","High Performance Distributed Computing","HPDC is the premier computer science conference for presenting new results relating to large scale high performance and distributed systems used in science and industry. For twenty years, HPDC has been at the center of new discoveries in clusters, grids, clouds, and parallel and multicore computers. HPDC is sponsored by the Association for Computing Machinery and the conference proceedings are published by the ACM Digital Library.","https://portalparts.acm.org/event_logos/769/769.jpg","","http://www.hpdc.org/2011/","High Performance Distributed Computing","https://dl.acm.org/event.cfm?id=RE300"
"1542718975-80","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","MOD","International Conference on Management of Data","The annual ACM SIGMOD/PODS conference is a leading international forum for database researchers, practitioners, developers, and users to explore cutting-edge ideas and results, and to exchange techniques, tools, and experiences.","https://portalparts.acm.org/event_logos/RE227.jpg","","http://www.sigmod.org/","International Conference on Management of Data","https://dl.acm.org/event.cfm?id=RE227"
"1542718975-78","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","MobiHoc","Mobile and Ad Hoc Networking and Computing","The ACM International Symposium on Mobile Ad Hoc Networking and Computing, known as MobiHoc, is sponsored by ACM SIGMOBILE> It focuses on the latest research in the rapidly growing area of mobile ad hoc networking and computing, bringing together researchers and practitioners from a broad spectrum of wireless networking research to present the most up-to-date results and achievements in the field. The symposium will include a highly selective technical program, hands-on research demonstrations, a distinguished keynote address, and panels.","https://portalparts.acm.org/event_logos/RE367.jpg","","http://www.sigmobile.org/mobihoc/2010/","Mobile and Ad Hoc Networking and Computing","https://dl.acm.org/event.cfm?id=RE367"
"1542718975-17","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","CODASPY","Data and Application Security and Privacy","With rapid global penetration of the Internet and smart phones and the resulting productivity and social gains, the world is becoming increasingly dependent on its cyber infrastructure. Criminals, spies and predators of all kinds have learnt to exploit this landscape much quicker than defenders have advanced in their technologies. Security and Privacy has become an essential concern of applications and systems throughout their lifecycle. Security concerns have rapidly moved up the software stack as the Internet and web have matured. The security, privacy, functionality, cost and usability tradeoffs necessary in any practical system can only be effectively achieved at the data and application layers. This new conference provides a dedicated venue for high-quality research in this arena, and seeks to foster a community with this focus in cyber security.","https://portalparts.acm.org/event_logos/RE397.jpg","","http://www.codaspy.org/","Data and Application Security and Privacy","https://dl.acm.org/event.cfm?id=RE397"
"1542718975-6","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ASPDAC","Asia and South Pacific Design Automation Conference","ASP-DAC is the annual international conference on VLSI design automation in Asia and South Pacific region, one of the most active regions of design and fabrication of silicon chips in the world.


The conference aims at providing the Asian and South Pacific CAD/DA and Design community with opportunities of presenting recent advances and with forums for future directions in technologies related to Electronic Design Automation (EDA). 


The format of the meeting intends to cultivate and promote an instructive and productive interchange of ideas among EDA researchers/developers and system/circuit/device designers. All scientists, engineers, and students who are interested in theoretical and practical aspects of VLSI design and design automation are welcomed to ASP-DAC.","https://portalparts.acm.org/event_logos/re387.jpg","","http://www.aspdac.com/aspdac2011/general/","Asia and South Pacific Design Automation Conference","https://dl.acm.org/event.cfm?id=RE387"
"1542718975-114","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","Web3D","3D technologies for the World Wide Web","The annual ACM Web3D Conference is a major event which unites researchers, developers, entrepreneurs, experimenters, artists and content creators in a dynamic learning environment. Attendees share and explore methods of using, enhancing and creating new 3D Web and Multimedia technologies such as X3D, VRML, Collada, MPEG family, U3D, Java3D and other technologies. The conference also focuses on recent trends in interactive 3D graphics, information integration and usability in the wide range of Web3D applications from mobile devices to high-end immersive environments.","https://portalparts.acm.org/event_logos/RE123.jpg","","http://www.web3d.org/conferences/web3d2011/","3D technologies for the World Wide Web","https://dl.acm.org/event.cfm?id=RE123"
"1542718975-112","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","VEE","ACM SIGPLAN/SIGOPS International Conference on Virtual Execution Environments (VEE)","Virtualization has a central role in modern systems. It constitutes a key aspect in a wide range of environments, from small mobile computing devices to large-scale data centers and computational clouds. Virtualization techniques are used across all layers of the software stack down to the microarchitectural level, encompassing the underlying hardware, the operating system, and the runtime system. While the approaches at different layers can differ dramatically, they tend to have similarities, and they must often tackle related challenges. The ACM SIGPLAN/SIGOPS International Conference on Virtual Execution Environments (VEE) brings together researchers and practitioners from different computer systems domains to interact and share ideas in order to advance the state of the art of virtualization and to broaden its applicability.","https://portalparts.acm.org/event_logos/RE287.jpg","","http://www.cs.technion.ac.il/~erez/vee11/VEE_2011/Home_Page.html","ACM SIGPLAN/SIGOPS International Conference on Virtual Execution Environments (VEE)","https://dl.acm.org/event.cfm?id=RE287"
"1542718975-118","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","WSDM","Web Search and Data Mining","WSDM (pronounced ""wisdom"") is a young ACM conference intended to be the publication venue for research in the areas of search and data mining. Indeed, the pace of innovation in these areas prevents proper coverage by conferences of broader scope.","https://portalparts.acm.org/event_logos/005/005.jpg","","http://www.wsdm2011.org/wsdm2011/home","Web Search and Data Mining","https://dl.acm.org/event.cfm?id=RE102"
"1542718975-100","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","SLIP","System Level Interconnect Prediction","The general technical scope of the System Level Interconnect Prediction (SLIP)workshop is the design, analysis and prediction of intercommunication fabrics in electronic systems. 


Representative technical topics include, but are not limited to,
interconnect prediction at various IC design stages, interconnect design challenges and system-level NoC design, design and analysis of power and clock networks, interconnect architecture of structural designs and FPGAs,interconnect fabrics of many-core architectures, design-for-manufacturing (DFM) techniques for interconnects, high speed PCB interconnect design, design and analysis of chip-package interfaces, interconnect topologies of multiprocessor systems,interconnect design and prediction of through-silicon vias (TSV) in 3D ICs, emerging interconnect technologies, synergies between chip intercommunication networks and networks arising in other contexts such as social networks, system biology.","https://portalparts.acm.org/event_logos/966/966.jpg","","http://www.sliponline.org/","System Level Interconnect Prediction","https://dl.acm.org/event.cfm?id=RE333"
"1542718975-63","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ISLPED","International Symposium on Low Power Electronics and Design","The International Symposium on Low Power Electronics and Design (ISLPED) is the premier forum for presentation of recent advances in all aspects of low power design and technologies, ranging from process and circuit technologies, to simulation and synthesis tools, to system level design and optimization.","https://portalparts.acm.org/event_logos/RE120.jpg","","http://www.islped.org/2011/index.html","International Symposium on Low Power Electronics and Design","https://dl.acm.org/event.cfm?id=RE120"
"1542718975-105","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","STOC","ACM Symposium on Theory of Computing","The ACM Symposium on Theory of Computing (STOC) includes topics of interest such as: algorithms and data structures, computational complexity, cryptography, privacy, computational geometry, algorithmic graph theory and combinatorics, optimization, randomness in computing, approximation algorithms, parallel and distributed computation, machine learning, applications of logic, algorithmic algebra and coding theory, computational biology, computational game theory, quantum computing, and theoretical aspects of areas such as robotics, databases, information retrieval, and networks. Papers that broaden the reach of theory, or raise important problems that can benefit from theoretical investigation and analysis, are encouraged.","https://portalparts.acm.org/event_logos/RE224.jpg","","http://acm-stoc.org/","ACM Symposium on Theory of Computing","https://dl.acm.org/event.cfm?id=RE224"
"1542718975-43","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","HotMobile","Mobile Computing Systems and Applications","The Workshops on Mobile Computing Systems and Applications (HotMobile) are a series of highly selective, interactive workshops focused on mobile applications, systems, and environments, as well as their underlying state-of-the-art technologies. HotMobile's small workshop format makes it ideal for processing and discussing new directions or controversial approaches.


We solicit submissions of position papers that focus primarily on applications and systems and that propose new directions of research, advocate non-traditional approaches to old (or new) ideas, or generate controversy and discussion.


You can find a list of past workshops at www.hotmobile.org.","https://portalparts.acm.org/event_logos/RE142.jpg","","http://www.hotmobile.org/2011/Home.html","Mobile Computing Systems and Applications","https://dl.acm.org/event.cfm?id=RE142"
"1542718975-42","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","GROUP","Supporting Group Work","GROUP conferences are interested in topics related to computer-based systems that have an impact on groups, organizations and social networks. A strong emphasis of GROUP conferences is to foster a discourse on collaborative technology that bridges the fields of Computer Supported Cooperative Work (CSCW) and Information Systems (IS). Relevant issues include the design, implementation, deployment, evaluation, and impact of these systems as well as examinations of relevant research methodologies.","https://portalparts.acm.org/event_logos/RE210.jpg","","https://www.acm.org/conferences/group/conferences/group10/","Supporting Group Work","https://dl.acm.org/event.cfm?id=RE210"
"1542718975-60","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","IMC","Internet Measurement Conference","The Internet Measurement Conference is an annual conference focusing on Internet measurement and analysis, sponsored by ACM SIGCOMM and ACM SIGMETRICS in cooperation with USENIX. The aim is that papers presented at the conference contribute to the current understanding of how to collect or analyze Internet measurements, or give insight into how the Internet behaves.


IMC was begun as a workshop in 2001 in response to the difficulty at that time finding appropriate publication/presentation venues for high-quality Internet measurement research. 


The conference is generally held in late October or early November. In its first two years as a Workshop, attendance was limited, but now as a conference it is open to all interested in attending.


Papers are submitted in May with notifications in July and camera-ready papers due in August. The acceptance rate to date has been around 25%. IMC is usually open to both full-length papers and extended abstracts,","https://portalparts.acm.org/event_logos/265/265.jpg","","http://conferences.sigcomm.org/imc/2011/","Internet Measurement Conference","https://dl.acm.org/event.cfm?id=RE154"
"1542718975-24","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","DAC","Design Automation Conference","The Design Automation Conference is the world's leading technical conference and trade show on electronic design automation. DAC is where the IC Design and EDA ecosystem learns, networks, and does business. DAC is also where the latest technical research is presented. DAC covers all topics related to the design complex systems on chip: Embedded System design & verification down to physical layout verification & test. Now in its 48th consecutive year, DAC is the most respected name in the chip design community.","https://portalparts.acm.org/event_logos/RE213.jpg","","http://www.dac.com/dac+2011.aspx","Design Automation Conference","https://dl.acm.org/event.cfm?id=RE213"
"1542718975-15","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","CHI","Conference on Human Factors in Computing Systems","The ACM Conference on Human Factors in Computing Systems (CHI) series of academic conferences is generally considered the most prestigious in the field of human-computer interaction. It is hosted by ACM SIGCHI, the Special Interest Group on Computer-Human Interaction. CHI has been held annually since 1982 and attracts thousands of international attendees.","https://portalparts.acm.org/event_logos/260/260.jpg","","http://www.sigchi.org/conferences","Conference on Human Factors in Computing Systems","https://dl.acm.org/event.cfm?id=RE151"
"1542718975-59","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","IH&MMSec","Information Hiding and Multimedia Security","For over a decade, two workshops have been shaping the landscape of research in multimedia security. On one hand, Information Hiding (aka. IH) was created in 1996 and focused on digital watermarking, steganography and steganalysis, anonymity and privacy, hard to intercept communications and covert/subliminal channels. On the other hand, the ACM Workshop on Multimedia and Security (aka. ACM MMSec) was initiated in 1998 and focused on data hiding, robust/perceptual hash, biometrics, video surveillance, and multimedia forensics. Key seminal works have been published in these two workshops and papers accepted for publication there attracted over 9,000 citations in total. Year after year, the two communities grew closer and the overlap between their respective scope got bigger. As a result, after 14 successful editions each, IH and ACM MMSec decided to merge in a single event in an attempt to establish synergies between the two communities while building on the reputation obtained over the","","null","","Information Hiding and Multimedia Security","https://dl.acm.org/event.cfm?id=RE625"
"1542718975-98","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","SenSys","Embedded Network Sensor Systems","The ACM Conference on Embedded Networked Sensor Systems (SenSys) is a highly selective, single-track forum for the presentation of research results on systems issues in the area of embedded, networked sensors. Distributed systems based on networked sensors and actuators with embedded computation capabilities allow for an instrumentation of the physical world at an unprecedented scale and density, thus enabling a new generation of monitoring and control applications. SenSys provides a cross-disciplinary venue for researchers addressing the rich space of networked sensor system design issues to interact, present and exchange research results, and demonstrate their work in a hands-on research exhibition.","https://portalparts.acm.org/event_logos/RE188.jpg","","http://sensys.acm.org/2011/","Embedded Network Sensor Systems","https://dl.acm.org/event.cfm?id=RE188"
"1542718975-82","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","NOSSDAV","Network and Operating Systems Support for Digital Audio and Video","The NOSSDAV Conference is the leading workshop on network and operating systems support for digital audio and video. The conference focus is on emerging research topics, controversial ideas, and future research directions in the area of multimedia systems research.


NOSSDAV encourages experimental research based on real systems and real data sets. Public availability of the source code and data sets discussed in papers presented at NOSSDAV is highly encouraged. Papers are accepted on a broad ranges of topics related to the transmission and presentation of digital audio/video objects, particularly systems-level support for distributed social networking, local dispatching, performance aspects of multi-core processors, etc.","https://portalparts.acm.org/event_logos/RE298.jpg","","http://www.cs.columbia.edu/~hgs/nossdav/2010/","Network and Operating Systems Support for Digital Audio and Video","https://dl.acm.org/event.cfm?id=RE298"
"1542718975-77","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","MobiCom","Mobile Computing and Networking","The ACM MobiCom Conference, sponsored by ACM SIGMOBILE, is dedicated to addressing the challenges in the areas of mobile computing and wireless and mobile networking. The MobiCom Conference serves as the premier international forum addressing networks, systems, algorithms, and applications that support the symbiosis of mobile computers and wireless networks. MobiCom is a highly selective conference focusing on all issues in mobile computing and wireless and mobile networking at the physical layer and above.","https://portalparts.acm.org/event_logos/RE366.jpg","","http://www.sigmobile.org/mobicom/2010/","Mobile Computing and Networking","https://dl.acm.org/event.cfm?id=RE366"
"1542718975-97","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","SCA","Symposium on Computer Animation","The Symposium on Computer Animation (SCA) is the premier forum for innovations in the software and technology of computer animation. The eighth annual event unites researchers and practitioners working on all aspects of time-based phenomena. Our focused, intimate gathering, with single track program and emphasis on community interaction, makes SCA the best venue to exchange research results, get inspired, and set up collaborations.","https://portalparts.acm.org/event_logos/RE369.jpg","","http://www.siggraph.org/sca2011/","Symposium on Computer Animation","https://dl.acm.org/event.cfm?id=RE369"
"1542718975-53","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ICMI-MLMI","Multimodal Interfaces and Machine Learning for Multimodal Interaction","The main aim of ICMI-MLMI is to further scientific research within the broad field of multimodal interaction, methods, and systems, focusing on major trends and challenges, and working towards identifying a roadmap for future research and commercial success. The conference will continue to feature a single-track with keynote speakers, technical paper presentations, poster sessions, a doctoral consortium, and demonstrations of state of the art multimodal systems and concepts. The conference will be followed by workshops.","https://portalparts.acm.org/event_logos/RE354.jpg","","https://www.acm.org/icmi/2011/index.php","Multimodal Interfaces and Machine Learning for Multimodal Interaction","https://dl.acm.org/event.cfm?id=RE354"
"1542718975-51","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ICER","International Computing Education Research Workshop","Computing education, as a research discipline, is the study of how people come to understand computational processes and devices, and how to improve that understanding. As computation becomes ubiquitous in our world, understanding of computing in order to design, structure, maintain, and utilize these technologies becomes increasingly important--both for the technology professional, but also for the technologically literate citizen. The research study of how the understanding of computation develops, and how to improve that understanding, is critically important for the technology-dependent societies in which we live.


Learning: Computing education is naturally concerned with how students make sense of computational processes and devices in formal education, including primary, secondary, and post-secondary institutions. Computing education also goes beyond formal education. What do adults understand about computation, and how do they come to that understanding? What do chil","https://portalparts.acm.org/event_logos/RE286.jpg","","http://icer-conference.org/","International Computing Education Research Workshop","https://dl.acm.org/event.cfm?id=RE286"
"1542718975-119","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","WWW","International World Wide Web Conference","The World Wide Web Conference is the global event that brings together key researchers, innovators, decision-makers, technologists, businesses, and standards bodies working to shape the Web.","https://portalparts.acm.org/event_logos/RE334.jpg","","http://wwwconference.org/www2011/","International World Wide Web Conference","https://dl.acm.org/event.cfm?id=RE334"
"1542718975-95","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","SBCCI","Symposium on Integrated Circuits and System Design","SBCCI is an international forum dedicated to integrated circuits and systems design, test and CAD, held annually in Brazil. The goal of the symposium is to bring together researchers in the areas of computer-aided design, design and test of integrated circuits and systems. The scope of the symposium includes technical sessions, tutorials and panels, as well as exhibition and working group meetings. The best papers presented at the symposium will be invited to resubmit an extended version to be considered for publication at the IEEE Design & Test and at the JICS - Journal of Integrated Circuits and Systems.","https://portalparts.acm.org/event_logos/RE131.jpg","","http://cecci.sbc.org.br/eventos/sbcci/sbcci-en","Symposium on Integrated Circuits and System Design","https://dl.acm.org/event.cfm?id=RE131"
"1542718975-11","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","C&C","Creativity and Cognition","The Creativity & Cognition (C&C) conference series have evolved into lively interdisciplinary meetings, bringing together artists and scientists, designers educators,and researchers. 


We seek to understand human creativity in its many manifestations, to design new interactive techniques and tools to augment and amplify human creativity, and to use computational media technologies to explore new creative processes and artifacts in all human endeavors ranging from the arts to science, from design to education. 


We welcome contributions from researchers and practitioners, from artists and scientists, from designers, educators and decision makers.","https://portalparts.acm.org/event_logos/922/922.jpg","","http://www.creativityandcognition09.org/index.htm","Creativity and Cognition","https://dl.acm.org/event.cfm?id=RE326"
"1542718975-9","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","AUS-CE","Australian Computing Education","","","null","","Australian Computing Education","https://dl.acm.org/event.cfm?id=RE280"
"1542718975-19","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","CoNEXT","International Conference On Emerging Networking Experiments And Technologies","The International Conference on emerging Networking EXperiments and Technologies (CoNEXT) is a major forum for presentations and discussions of novel networking technologies that will shape the future of Internetworking..


The first goal of this conference is to provide a selective and interdisciplinary forum for research in Networking. The second goal is to foster meaningful technical interaction among members of our community. The conference is single track and features a high-quality technical program with significant opportunities for individual and small-group technical and social interactions among a diverse set of participants. The CoNEXT conferences focus on stimulating exchanges between various international research communities.","https://portalparts.acm.org/event_logos/N10/N10.jpg","","http://conferences.sigcomm.org/co-next/2011/","International Conference On Emerging Networking Experiments And Technologies","https://dl.acm.org/event.cfm?id=RE340"
"1542718975-57","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ICUIMC","International Conference on Ubiquitous Information Management and Communication","This conference explores emerging interests and novel ideas in the area of
information management, communication technologies and their implication
of social interaction. The aim of the Fifth International Conference on
Ubiquitous Information Management and Communication is to provide a forum
promoting new visionary approaches and interdisciplinary researches. The
conference brings researchers together from academia and industry,
encourages the exchanges of ideas and information, and provides a unique
opportunity in which both technology and social science meet. Two main
tracks for information processing management and communication will be
held, covering both research and application works of information
management, intelligent information processing, interaction management,
networking/telecommunications, and social interaction.


Each of these topic areas is expanded below but their sub-topics are not
listed exhaustively:


Information Processing Man","https://portalparts.acm.org/event_logos/707/707.jpg","","http://www.icuimc.org/","International Conference on Ubiquitous Information Management and Communication","https://dl.acm.org/event.cfm?id=RE293"
"1542718975-69","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","IUI","Intelligent User Interfaces","n March 1988, a group of researchers gathered in Monterey, California to participate in a workshop titled: ""Architectures for Intelligent Interfaces"". It was the beginning of what at first would be a slow but steady development of the field of Intelligent User Interfaces. Three years later, the book ""Intelligent User Interfaces"" was published edited by Joe Sullivan and Sherman Tyler, the organizers of the workshop. The book highlighted the main papers presented in the workshop and served as a basis for not only future work, but also future events that continued that work. It was not until 1993, however, that Bill Hefley organized the First International Workshop on Intelligent User Interfaces, which took place in Orlando, Florida. The event, sponsored by ACM, attracted a nascent group of researchers whose work clearly defined the field as a novel and promising intersection of Artificial Intelligence and Human-Computer Interaction.","https://portalparts.acm.org/event_logos/823/823.jpg","","http://www.iuiconf.org/","Intelligent User Interfaces","https://dl.acm.org/event.cfm?id=RE306"
"1542718975-41","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","GPCE","Generative Programming and Component Engineering","Generative and component approaches are revolutionizing software development similar to how automation and components revolutionized manufacturing. Generative Programming (developing programs that synthesize other programs), Component Engineering (raising the level of modularization and analysis in application design), and Domain-Specific Languages (elevating program specifications to compact domain-specific notations that are easier to write, maintain, and analyze) are key technologies for automating program development.


GPCE provides a venue for researchers and practitioners interested in foundational techniques for enhancing the productivity, quality, and time-to-market in software development that stems from deploying standard components and automating program generation. In addition to exploring cutting-edge techniques for developing generative and component-based software, our goal is to foster further cross-fertilization between the software engineering research com","https://portalparts.acm.org/event_logos/293/293.jpg","","http://program-transformation.org/GPCE10","Generative Programming and Component Engineering","https://dl.acm.org/event.cfm?id=RE168"
"1542718975-14","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","CGO","Code Generation and Optimization","The International Symposium on Code Generation and Optimization (CGO) provides a premier venue to bring together researchers and practitioners working at the interface of hardware and software on a wide range of optimization and code generation techniques and related issues. The conferences spans the spectrum from purely static to fully dynamic approaches, including techniques ranging from pure software-based methods to architectural features and support. Original contributions are solicited in areas including but not limited to the following: Code Generation and Optimization, Parallelism, Static and Dynamic Analysis, OS, Architecture and Runtime Support, Security and Reliability, and Practical Experience.","https://portalparts.acm.org/event_logos/RE256.jpg","","http://cgo.org/","Code Generation and Optimization","https://dl.acm.org/event.cfm?id=RE256"
"1542718975-67","https://dl.acm.org/","Conference Listing","https://dl.acm.org/events.cfm","ITE","Information Technology Education Conference","SIGITE is the Association for Computing Machinery's Special Interest Group for Information Technology Education. SIGITE's mission is to provide a forum for the interaction of practitioners, educators, and others in the field of Information Technology Education in order to exchange ideas and engage in activities that advance the knowledge of its members, the curriculum and teaching on Information Technology Curriculum, and the development and transfer of innovative concepts and applications in technology and pedagogy. SIGITE currently has a focused effort on the development of a model curriculum and guidelines for accreditation. Educators from two- and four-year universities and colleges as well as high school teachers are welcome and would benefit from SIGITE's activities. Practitioners in the field would also benefit from some of the technical tracks and offer valuable input for content for future employees.


Information Technology (IT) in its broadest sense encompasses a","https://portalparts.acm.org/event_logos/569/569.jpg","","http://www.cs.grinnell.edu/~sigite/sigite2010/","Information Technology Education Conference","https://dl.acm.org/event.cfm?id=RE274"
